"isoform","compare","Final","Freq","isoform_compare","feature_type","fc_mean","log2FC","medianp","uncertainty","classification"
"ENST00000012443.9","M8/D6","non-DEI",2,"ENST00000012443.9 M8/D6","non-DEI",0.898589821556324,-0.154281308046224,0.357051226062531,0.469981946350286,"Low Confidence"
"ENST00000013070.11","D5/D6","non-DEI",3,"ENST00000013070.11 D5/D6","non-DEI",0.843627687358902,-0.245416291307832,0.0359270378033561,0.808247115193598,"High Confidence"
"ENST00000013070.11","M8/D6","non-DEI",4,"ENST00000013070.11 M8/D6","non-DEI",1.47637987495381,0.561895401588462,0.00770546800070084,0.882215982745151,"High Confidence"
"ENST00000014914.6","D5/D6","non-DEI",2,"ENST00000014914.6 D5/D6","non-DEI",0.600697687994806,-0.735555140614719,0.0510509831572543,1.920686583083,"Medium Confidence"
"ENST00000014914.6","M8/D6","non-DEI",2,"ENST00000014914.6 M8/D6","non-DEI",0.550332183006871,-0.861892382747551,0.0544926821338089,1.92367791497546,"Medium Confidence"
"ENST00000014930.9","D5/D6","up-regulate",4,"ENST00000014930.9 D5/D6","up-regulate",2.25242411625167,1.17139971995341,0.00944635245903068,0.605729132586504,"High Confidence"
"ENST00000028008.9","F7/D6","non-DEI",2,"ENST00000028008.9 F7/D6","non-DEI",0.657988748950464,-0.617253609609025,0.0270440582405216,13.5606501661794,"Low Confidence"
"ENST00000033079.7","F7/D6","non-DEI",2,"ENST00000033079.7 F7/D6","non-DEI",0.836624359374107,-0.278855705777725,0.224300442459491,17.1393632628884,"Low Confidence"
"ENST00000037869.8","D5/D6","non-DEI",3,"ENST00000037869.8 D5/D6","non-DEI",1.25117078436833,0.323162719542672,0.0121247120237259,0.895112684891972,"High Confidence"
"ENST00000038176.8","D5/D6","non-DEI",3,"ENST00000038176.8 D5/D6","non-DEI",1.23858913996616,0.308606342807119,0.0201241072664291,0.793655585514066,"High Confidence"
"ENST00000040738.10","D5/D6","non-DEI",2,"ENST00000040738.10 D5/D6","non-DEI",1.2370636899898,0.306897661611336,0.129692940004339,0.553722764475565,"Low Confidence"
"ENST00000040877.2","D5/D6","non-DEI",3,"ENST00000040877.2 D5/D6","non-DEI",1.41571327403105,0.501340904032562,0.0172637219794078,1.14144201165778,"High Confidence"
"ENST00000044462.12","F7/D6","non-DEI",2,"ENST00000044462.12 F7/D6","non-DEI",0.745738918325492,-0.423383698973512,0.000480425727957843,1.32283115588481,"Low Confidence"
"ENST00000046794.10","D5/D6","non-DEI",3,"ENST00000046794.10 D5/D6","non-DEI",1.23662171056219,0.306387935939506,0.0681933393760512,0.335929145787326,"High Confidence"
"ENST00000046794.10","F7/D6","non-DEI",3,"ENST00000046794.10 F7/D6","non-DEI",1.56329847963623,0.64068627043673,0.000891355848825777,5.11349329636617,"Low Confidence"
"ENST00000046794.10","M8/D6","non-DEI",3,"ENST00000046794.10 M8/D6","non-DEI",1.77689211902859,0.828785944364888,0.000755407303770275,1.97559499991548,"Medium Confidence"
"ENST00000053243.6","D5/D6","non-DEI",4,"ENST00000053243.6 D5/D6","non-DEI",0.706671327133971,-0.500933545575105,0.000411702581731508,0.455593960137484,"High Confidence"
"ENST00000053243.6","F7/D6","non-DEI",3,"ENST00000053243.6 F7/D6","non-DEI",0.775098098323804,-0.367660518004681,0.00175312556773009,0.880739412027639,"High Confidence"
"ENST00000053243.6","M8/D6","non-DEI",3,"ENST00000053243.6 M8/D6","non-DEI",0.751865626975032,-0.411511391485363,0.00117043107296882,0.63588301971503,"High Confidence"
"ENST00000053468.4","F7/D6","non-DEI",3,"ENST00000053468.4 F7/D6","non-DEI",0.767817565050614,-0.381359110832393,0.0069566821491448,1.16408117945134,"High Confidence"
"ENST00000053468.4","M8/D6","non-DEI",3,"ENST00000053468.4 M8/D6","non-DEI",1.12930804033954,0.174906161955404,0.101774884802787,1.90928215961293,"Medium Confidence"
"ENST00000053867.8","F7/D6","non-DEI",3,"ENST00000053867.8 F7/D6","non-DEI",0.855766758895402,-0.224763510291351,0.0102455649451425,0.607643757144037,"High Confidence"
"ENST00000053867.8","M8/D6","non-DEI",2,"ENST00000053867.8 M8/D6","non-DEI",0.929971061231555,-0.104752952873058,0.0463893649252873,0.38480151195522,"Low Confidence"
"ENST00000054666.11","D5/D6","non-DEI",2,"ENST00000054666.11 D5/D6","non-DEI",0.855668044243187,-0.224996611904145,0.395956062361006,1.28828145038885,"Low Confidence"
"ENST00000054950.4","M8/D6","non-DEI",2,"ENST00000054950.4 M8/D6","non-DEI",0.855701094236685,-0.2248436945266,0.00994865153923999,0.55892552117674,"Low Confidence"
"ENST00000060969.6","D5/D6","non-DEI",2,"ENST00000060969.6 D5/D6","non-DEI",1.13718556925331,0.185387273215733,0.185558936646036,1.05586124218706,"Low Confidence"
"ENST00000072644.7","D5/D6","non-DEI",3,"ENST00000072644.7 D5/D6","non-DEI",0.659058090165504,-0.6055934143651,0.0156054078667887,5.23769482287343,"Low Confidence"
"ENST00000072869.9","D5/D6","non-DEI",2,"ENST00000072869.9 D5/D6","non-DEI",1.36423273399933,0.44794743552241,0.0480080035271817,1.40470110103365,"Low Confidence"
"ENST00000075120.12","F7/D6","non-DEI",3,"ENST00000075120.12 F7/D6","non-DEI",0.761008069253085,-0.394095477759015,0.0220429005424943,0.740833778017052,"High Confidence"
"ENST00000075120.12","M8/D6","non-DEI",4,"ENST00000075120.12 M8/D6","non-DEI",1.44428471621082,0.528710072085601,0.00305927096688637,2.70737802060197,"Medium Confidence"
"ENST00000075322.11","D5/D6","non-DEI",4,"ENST00000075322.11 D5/D6","non-DEI",0.582922916283543,-0.779604530491447,0.00301561131434654,2.10523113136252,"Medium Confidence"
"ENST00000075322.11","F7/D6","down-regulate",4,"ENST00000075322.11 F7/D6","down-regulate",0.358985756570533,-1.4781914017189,0.000312779986962337,0.937329592991164,"High Confidence"
"ENST00000075322.11","M8/D6","non-DEI",4,"ENST00000075322.11 M8/D6","non-DEI",0.545496159917068,-0.874456300945616,0.0029854880912057,0.670428078882185,"High Confidence"
"ENST00000081029.8","D5/D6","non-DEI",3,"ENST00000081029.8 D5/D6","non-DEI",1.15876829871932,0.212480746860997,0.0322918446039114,0.876040680193434,"High Confidence"
"ENST00000081029.8","M8/D6","non-DEI",3,"ENST00000081029.8 M8/D6","non-DEI",0.864964805241465,-0.209286848234712,0.0300053692773902,0.0358260848136982,"High Confidence"
"ENST00000085219.10","D5/D6","non-DEI",3,"ENST00000085219.10 D5/D6","non-DEI",1.66333758452649,0.733894983233945,3.4047928819877e-06,1.13945336801755,"High Confidence"
"ENST00000085219.10","F7/D6","non-DEI",3,"ENST00000085219.10 F7/D6","non-DEI",1.16750242846831,0.222898834108777,0.0191307038643579,1.91392636416346,"Medium Confidence"
"ENST00000085219.10","M8/D6","non-DEI",3,"ENST00000085219.10 M8/D6","non-DEI",1.532572730222,0.615812358982126,4.86060009066013e-05,0.99299487925426,"High Confidence"
"ENST00000156471.10","D5/D6","non-DEI",2,"ENST00000156471.10 D5/D6","non-DEI",1.25741591519962,0.330446784308546,0.044641749933346,0.458195086446426,"Low Confidence"
"ENST00000157600.8","M8/D6","non-DEI",2,"ENST00000157600.8 M8/D6","non-DEI",1.51846076534926,0.60230921855693,0.0817597599392902,2.04052630379905,"Medium Confidence"
"ENST00000158762.8","D5/D6","non-DEI",2,"ENST00000158762.8 D5/D6","non-DEI",1.11757798394061,0.160361614325655,0.088579267734199,0.438826277586695,"Low Confidence"
"ENST00000158771.9","D5/D6","non-DEI",3,"ENST00000158771.9 D5/D6","non-DEI",0.796000363880899,-0.329306394473103,0.0104010034562407,1.01408275838432,"High Confidence"
"ENST00000158771.9","M8/D6","non-DEI",2,"ENST00000158771.9 M8/D6","non-DEI",0.810443110305749,-0.303310857020963,0.037917460404939,1.13956156821159,"Low Confidence"
"ENST00000160262.10","F7/D6","non-DEI",3,"ENST00000160262.10 F7/D6","non-DEI",1.4146866896088,0.50003937539484,0.00148412080496041,1.76029449422579,"Medium Confidence"
"ENST00000160827.9","D5/D6","non-DEI",3,"ENST00000160827.9 D5/D6","non-DEI",1.59707139004514,0.675298462662938,0.0152511362894826,0.947860391363616,"High Confidence"
"ENST00000160827.9","M8/D6","up-regulate",4,"ENST00000160827.9 M8/D6","up-regulate",2.81032733551082,1.48836459545066,0.000119752837869407,3.27476786902874,"Medium Confidence"
"ENST00000162749.7","M8/D6","non-DEI",3,"ENST00000162749.7 M8/D6","non-DEI",1.43461545739548,0.520170671487881,0.026306533872461,1.84400272702862,"Medium Confidence"
"ENST00000164133.7","D5/D6","non-DEI",3,"ENST00000164133.7 D5/D6","non-DEI",0.540875909511974,-0.887003741191353,0.0103071449065456,1.61363613783592,"High Confidence"
"ENST00000164227.10","D5/D6","down-regulate",3,"ENST00000164227.10 D5/D6","down-regulate",0.464951928637382,-1.10570332729395,0.00592510985941569,2.44661445153377,"Medium Confidence"
"ENST00000168216.11","D5/D6","non-DEI",2,"ENST00000168216.11 D5/D6","non-DEI",1.23735976700154,0.30719781409049,0.0566887285949182,0.965282996973758,"Low Confidence"
"ENST00000168977.7","D5/D6","up-regulate",3,"ENST00000168977.7 D5/D6","up-regulate",2.61958083851507,1.3882322528655,0.00218205355755529,2.75622156322312,"Medium Confidence"
"ENST00000168977.7","F7/D6","up-regulate",3,"ENST00000168977.7 F7/D6","up-regulate",2.17659276723057,1.12175257393323,0.00679763339739253,1.48331450918648,"High Confidence"
"ENST00000168977.7","M8/D6","up-regulate",3,"ENST00000168977.7 M8/D6","up-regulate",3.01863931798838,1.59355374856592,0.00101295183879537,1.54612848316189,"High Confidence"
"ENST00000169298.8","F7/D6","non-DEI",2,"ENST00000169298.8 F7/D6","non-DEI",0.529344542420321,-0.917724423473835,0.0115268196897206,0.216630840054729,"Low Confidence"
"ENST00000171111.10","F7/D6","non-DEI",2,"ENST00000171111.10 F7/D6","non-DEI",0.623561628925458,-0.682139350238762,0.0258557091775615,3.20944447096558,"Medium Confidence"
"ENST00000171111.10","M8/D6","non-DEI",2,"ENST00000171111.10 M8/D6","non-DEI",0.653011871325311,-0.615551385845219,0.0316247719510707,3.18584267859498,"Medium Confidence"
"ENST00000171757.3","D5/D6","non-DEI",3,"ENST00000171757.3 D5/D6","non-DEI",0.577649209097101,-0.792123908156767,0.00108893115305273,1.63432445829966,"High Confidence"
"ENST00000173527.6","D5/D6","non-DEI",3,"ENST00000173527.6 D5/D6","non-DEI",0.858876829155218,-0.21948346058641,0.0285394394247657,0.214297695321829,"High Confidence"
"ENST00000173527.6","M8/D6","non-DEI",3,"ENST00000173527.6 M8/D6","non-DEI",0.835619105956178,-0.259109397347506,0.148797325578183,0.43146968358595,"High Confidence"
"ENST00000174618.5","D5/D6","non-DEI",2,"ENST00000174618.5 D5/D6","non-DEI",1.37488033694241,0.459244412335019,0.0857807538349428,0.924426626900144,"Low Confidence"
"ENST00000175091.5","D5/D6","non-DEI",4,"ENST00000175091.5 D5/D6","non-DEI",0.816477195586303,-0.292519644818503,0.00570739216843558,0.138291749640874,"High Confidence"
"ENST00000175091.5","M8/D6","non-DEI",2,"ENST00000175091.5 M8/D6","non-DEI",0.885504038434067,-0.175432358945616,0.0582393997367657,0.208989637405118,"Low Confidence"
"ENST00000175506.8","D5/D6","non-DEI",3,"ENST00000175506.8 D5/D6","non-DEI",0.621858250503905,-0.685763851826481,0.019196011636361,1.70710726879367,"Medium Confidence"
"ENST00000175506.8","F7/D6","up-regulate",3,"ENST00000175506.8 F7/D6","up-regulate",2.77784551906507,1.47229176766789,3.46567420728338e-05,3.42852183189146,"Low Confidence"
"ENST00000175506.8","M8/D6","non-DEI",3,"ENST00000175506.8 M8/D6","non-DEI",1.92004121191822,0.938963953858595,0.00107997864348414,3.92673387740516,"Low Confidence"
"ENST00000175756.10","D5/D6","non-DEI",2,"ENST00000175756.10 D5/D6","non-DEI",1.31343338489761,0.393054296432959,0.0175364071863143,2.00047847149349,"Medium Confidence"
"ENST00000175756.10","M8/D6","non-DEI",2,"ENST00000175756.10 M8/D6","non-DEI",1.20867539878603,0.273197690496532,0.0574975156094997,1.78221265052929,"Medium Confidence"
"ENST00000176643.11","M8/D6","non-DEI",2,"ENST00000176643.11 M8/D6","non-DEI",0.686667528408667,-0.542372229320942,0.0307270840179824,0.880104135510945,"Low Confidence"
"ENST00000176763.10","D5/D6","non-DEI",3,"ENST00000176763.10 D5/D6","non-DEI",1.24801284614472,0.318052820059986,0.00351269129175163,3.33154235266076,"Medium Confidence"
"ENST00000177648.13","D5/D6","down-regulate",2,"ENST00000177648.13 D5/D6","down-regulate",0.387110204733887,-1.37071721478539,0.0119129439776921,4.60821885986513,"Low Confidence"
"ENST00000177694.2","F7/D6","down-regulate",2,"ENST00000177694.2 F7/D6","down-regulate",0.400779562414694,-1.32055919659989,0.0117433529077946,4.4657938405033,"Low Confidence"
"ENST00000182527.4","D5/D6","non-DEI",3,"ENST00000182527.4 D5/D6","non-DEI",1.25936262131451,0.332448411290762,0.0473798539985745,1.30266958601061,"High Confidence"
"ENST00000182527.4","M8/D6","non-DEI",3,"ENST00000182527.4 M8/D6","non-DEI",0.655141132154698,-0.61029613815087,0.0092543296060375,1.096558393535,"High Confidence"
"ENST00000184266.3","D5/D6","non-DEI",2,"ENST00000184266.3 D5/D6","non-DEI",0.791672935145184,-0.337028686395232,0.0100510856013972,0.266480593824665,"Low Confidence"
"ENST00000185150.9","D5/D6","non-DEI",2,"ENST00000185150.9 D5/D6","non-DEI",0.780998535993417,-0.357068499448458,0.0294866228017891,2.52554245608545,"Medium Confidence"
"ENST00000185150.9","M8/D6","non-DEI",2,"ENST00000185150.9 M8/D6","non-DEI",0.794597536705443,-0.33180984690858,0.0940048904536848,1.21259070778516,"Low Confidence"
"ENST00000186436.10","D5/D6","non-DEI",3,"ENST00000186436.10 D5/D6","non-DEI",0.754965174039067,-0.407336538156212,0.0476497030330981,3.57708419415027,"Low Confidence"
"ENST00000187762.7","F7/D6","non-DEI",2,"ENST00000187762.7 F7/D6","non-DEI",0.81688400066787,-0.291803330627403,0.0814666231786978,0.299320333746092,"Low Confidence"
"ENST00000187762.7","M8/D6","non-DEI",4,"ENST00000187762.7 M8/D6","non-DEI",0.649993658772788,-0.622241930696315,0.0114484824660513,1.84739210500575,"Medium Confidence"
"ENST00000188376.9","D5/D6","non-DEI",2,"ENST00000188376.9 D5/D6","non-DEI",1.16123732232994,0.215634352742159,0.346339123585887,0.628487064832412,"Low Confidence"
"ENST00000188376.9","M8/D6","non-DEI",2,"ENST00000188376.9 M8/D6","non-DEI",0.724246813348937,-0.468650274566774,0.0361821208057766,6.65680186214259,"Low Confidence"
"ENST00000191018.9","D5/D6","non-DEI",3,"ENST00000191018.9 D5/D6","non-DEI",1.54936137137808,0.631513653452363,0.0415813061742682,1.04992819170112,"High Confidence"
"ENST00000193403.10","D5/D6","up-regulate",3,"ENST00000193403.10 D5/D6","up-regulate",2.34179841864786,1.22396265895081,0.00127318889875079,4.99324197369881,"Low Confidence"
"ENST00000193403.10","M8/D6","non-DEI",2,"ENST00000193403.10 M8/D6","non-DEI",1.6401337354274,0.713453184656401,0.0368223958036996,2.23454132826367,"Medium Confidence"
"ENST00000194214.10","D5/D6","non-DEI",4,"ENST00000194214.10 D5/D6","non-DEI",0.864856227964877,-0.210098531262223,0.212425992476041,1.69147260918173,"Medium Confidence"
"ENST00000194214.10","F7/D6","non-DEI",3,"ENST00000194214.10 F7/D6","non-DEI",0.812698576722299,-0.299279514969798,0.00891113046623011,0.704319564307721,"High Confidence"
"ENST00000194214.10","M8/D6","non-DEI",3,"ENST00000194214.10 M8/D6","non-DEI",0.780781089058059,-0.357195890474103,0.0127278755883432,1.13147375007476,"High Confidence"
"ENST00000194530.8","D5/D6","non-DEI",2,"ENST00000194530.8 D5/D6","non-DEI",1.34300912934228,0.425382876236214,0.014486988657341,1.09334666796988,"Low Confidence"
"ENST00000194530.8","F7/D6","non-DEI",3,"ENST00000194530.8 F7/D6","non-DEI",1.30838466126669,0.386170053282444,0.0216524863919919,3.30860715532815,"Medium Confidence"
"ENST00000194530.8","M8/D6","non-DEI",3,"ENST00000194530.8 M8/D6","non-DEI",0.709029885440789,-0.498113944478255,0.0609648679120154,3.78633002414152,"Low Confidence"
"ENST00000196061.5","D5/D6","non-DEI",2,"ENST00000196061.5 D5/D6","non-DEI",0.864572127701853,-0.209944374701556,0.0523805691851035,0.190100495676376,"Low Confidence"
"ENST00000196551.8","D5/D6","non-DEI",3,"ENST00000196551.8 D5/D6","non-DEI",1.33217360682316,0.413743313179515,2.48489728062714e-05,0.518874512606777,"High Confidence"
"ENST00000196551.8","F7/D6","non-DEI",3,"ENST00000196551.8 F7/D6","non-DEI",0.776616374315459,-0.36477729798105,0.000707396229382331,0.595782354664008,"High Confidence"
"ENST00000196551.8","M8/D6","non-DEI",3,"ENST00000196551.8 M8/D6","non-DEI",0.822107566825833,-0.282610671883659,0.00430699345615822,0.26018168085177,"High Confidence"
"ENST00000198536.7","D5/D6","down-regulate",3,"ENST00000198536.7 D5/D6","down-regulate",0.545001942296753,-0.875721632744415,0.000294263016421904,0.616936706413745,"High Confidence"
"ENST00000198536.7","F7/D6","non-DEI",3,"ENST00000198536.7 F7/D6","non-DEI",0.862518493935567,-0.213506265721102,0.13470068412907,0.965216977749256,"High Confidence"
"ENST00000198536.7","M8/D6","non-DEI",3,"ENST00000198536.7 M8/D6","non-DEI",2.03960612611688,1.02800830406412,0.000265635887480064,1.39607660253325,"High Confidence"
"ENST00000198767.11","D5/D6","non-DEI",2,"ENST00000198767.11 D5/D6","non-DEI",1.02239711256084,0.0313297661238359,0.268959440416796,2.94500675477142,"Medium Confidence"
"ENST00000198767.11","M8/D6","non-DEI",4,"ENST00000198767.11 M8/D6","non-DEI",0.769941734259772,-0.377907734844622,0.0196211152338581,1.85305963690617,"Medium Confidence"
"ENST00000199320.9","D5/D6","non-DEI",3,"ENST00000199320.9 D5/D6","non-DEI",1.38102813311462,0.465724727098384,0.00608148511182225,0.352821224939182,"High Confidence"
"ENST00000199389.11","M8/D6","non-DEI",3,"ENST00000199389.11 M8/D6","non-DEI",0.798098774580989,-0.325528375032162,0.0100253181339598,1.07941302407868,"High Confidence"
"ENST00000199448.9","F7/D6","non-DEI",2,"ENST00000199448.9 F7/D6","non-DEI",1.59724543437198,0.675292139608034,0.0214410077407969,2.01820689900953,"Medium Confidence"
"ENST00000199706.13","D5/D6","non-DEI",2,"ENST00000199706.13 D5/D6","non-DEI",0.943512875760568,-0.0838955141562693,0.0489981418966392,0.365283258281215,"Low Confidence"
"ENST00000200453.6","D5/D6","non-DEI",3,"ENST00000200453.6 D5/D6","non-DEI",0.733736037063142,-0.447632343075588,0.00316341752288729,2.57901347046594,"Medium Confidence"
"ENST00000200453.6","M8/D6","non-DEI",3,"ENST00000200453.6 M8/D6","non-DEI",0.87199114344309,-0.199059942433059,0.0198335357231683,3.13161647119503,"Medium Confidence"
"ENST00000200457.9","D5/D6","non-DEI",3,"ENST00000200457.9 D5/D6","non-DEI",1.27958253045858,0.355661814836598,0.0322241787526621,0.281150472115148,"High Confidence"
"ENST00000200457.9","M8/D6","non-DEI",3,"ENST00000200457.9 M8/D6","non-DEI",1.33584010659365,0.417730856451574,0.00573576660917484,0.337635106403496,"High Confidence"
"ENST00000200639.9","D5/D6","non-DEI",2,"ENST00000200639.9 D5/D6","non-DEI",0.661425650461038,-0.596524872673144,0.00619481361871663,1.56090786275383,"Low Confidence"
"ENST00000200639.9","M8/D6","non-DEI",2,"ENST00000200639.9 M8/D6","non-DEI",0.763904730202035,-0.388538472012102,0.0332245663908002,0.207370685180929,"Low Confidence"
"ENST00000202017.6","D5/D6","non-DEI",2,"ENST00000202017.6 D5/D6","non-DEI",0.862716030080603,-0.213048588367484,0.102334545908575,0.29450127851804,"Low Confidence"
"ENST00000202773.14","D5/D6","non-DEI",4,"ENST00000202773.14 D5/D6","non-DEI",1.20810524399419,0.27163904060083,0.00271829122372077,2.28815120741869,"Medium Confidence"
"ENST00000202773.14","F7/D6","non-DEI",3,"ENST00000202773.14 F7/D6","non-DEI",1.10163375865212,0.139618714715684,0.0407619266630988,0.423643934808846,"High Confidence"
"ENST00000202773.14","M8/D6","non-DEI",4,"ENST00000202773.14 M8/D6","non-DEI",0.817622158313736,-0.290563019906456,0.000859482755687479,0.566762346987255,"High Confidence"
"ENST00000202834.11","M8/D6","non-DEI",2,"ENST00000202834.11 M8/D6","non-DEI",0.84763713195131,-0.238485326908789,0.0656493370431829,0.236082153983249,"Low Confidence"
"ENST00000202917.10","F7/D6","non-DEI",4,"ENST00000202917.10 F7/D6","non-DEI",1.40822385589776,0.493753025334656,0.00508822363877124,0.752674402883058,"High Confidence"
"ENST00000202917.10","M8/D6","down-regulate",3,"ENST00000202917.10 M8/D6","down-regulate",0.176929153576174,-2.50331367268199,3.22748573935226e-09,5.50697199722562,"Low Confidence"
"ENST00000203001.7","M8/D6","non-DEI",2,"ENST00000203001.7 M8/D6","non-DEI",0.745951203458626,-0.422868127739773,0.00668993608408331,0.543294442039301,"Low Confidence"
"ENST00000203407.6","D5/D6","non-DEI",3,"ENST00000203407.6 D5/D6","non-DEI",0.95257160974882,-0.0701399083171012,0.0931399997975925,0.521880209599596,"High Confidence"
"ENST00000203556.9","D5/D6","non-DEI",3,"ENST00000203556.9 D5/D6","non-DEI",0.871454346317094,-0.198697754105575,0.245219399764813,1.15872491231709,"High Confidence"
"ENST00000203556.9","M8/D6","non-DEI",3,"ENST00000203556.9 M8/D6","non-DEI",1.29865818235863,0.375950697887487,0.0295446042758723,2.71359065421569,"Medium Confidence"
"ENST00000204517.11","D5/D6","non-DEI",3,"ENST00000204517.11 D5/D6","non-DEI",2.10134888836803,1.06957150059045,5.18293263430045e-05,3.46354941542801,"Low Confidence"
"ENST00000204549.9","D5/D6","non-DEI",3,"ENST00000204549.9 D5/D6","non-DEI",1.41622547795059,0.501926536456408,0.00973182019312156,0.931329917431928,"High Confidence"
"ENST00000204679.9","M8/D6","non-DEI",2,"ENST00000204679.9 M8/D6","non-DEI",0.845273172511318,-0.242561764201685,0.120781725288934,0.843550965579182,"Low Confidence"
"ENST00000205061.9","D5/D6","non-DEI",2,"ENST00000205061.9 D5/D6","non-DEI",0.759984941588517,-0.395969143839383,0.0600179489220277,0.405856521400133,"Low Confidence"
"ENST00000205061.9","M8/D6","non-DEI",2,"ENST00000205061.9 M8/D6","non-DEI",0.566706285937435,-0.821403769792552,0.0438574324968095,5.3619269488324,"Low Confidence"
"ENST00000205636.4","M8/D6","non-DEI",3,"ENST00000205636.4 M8/D6","non-DEI",0.822166215616913,-0.282501157216963,0.0109187127080731,0.147753044766194,"High Confidence"
"ENST00000206451.11","D5/D6","non-DEI",3,"ENST00000206451.11 D5/D6","non-DEI",0.915850434457702,-0.126820532955125,0.00328570707396364,0.175571184827702,"High Confidence"
"ENST00000206542.9","D5/D6","non-DEI",2,"ENST00000206542.9 D5/D6","non-DEI",1.36274522143716,0.446452906412847,0.00142326184133492,0.934185853389324,"Low Confidence"
"ENST00000206542.9","M8/D6","non-DEI",2,"ENST00000206542.9 M8/D6","non-DEI",0.752614601107739,-0.410020273440066,0.026229333390308,0.218923635342363,"Low Confidence"
